product_id,name,category,price_eur,in_stock
1,Object-based explicit attitude,Clothing,134.94,True
2,Configurable upward-trending complexity,Clothing,498.06,True
3,Triple-buffered global hierarchy,Books,346.33,True
4,Re-contextualized interactive strategy,Electronics,394.82,True
5,Multi-tiered bottom-line implementation,Sports,433.18,False
6,Business-focused intermediate portal,Home,324.49,True
7,Exclusive bifurcated emulation,Toys,314.29,True
8,Team-oriented mission-critical info-mediaries,Clothing,53.69,True
9,Enhanced systemic challenge,Sports,62.39,True
10,Face-to-face regional attitude,Toys,323.37,True
11,Team-oriented grid-enabled Graphic Interface,Sports,219.44,True
12,Profit-focused leadingedge workforce,Home,419.41,False
13,Visionary composite implementation,Home,472.95,False
14,Self-enabling mission-critical open system,Books,35.02,True
15,Enterprise-wide 5thgeneration middleware,Home,321.07,True
16,Exclusive systemic encryption,Clothing,242.00,True
17,Virtual clear-thinking capability,Sports,415.80,False
18,Grass-roots next generation access,Books,282.80,True
19,Adaptive holistic forecast,Clothing,471.99,True
20,Extended actuating function,Electronics,282.96,True
21,Switchable systematic circuit,Electronics,386.29,True
22,De-engineered asymmetric structure,Electronics,145.63,True
23,Diverse optimizing instruction set,Home,354.09,True
24,Future-proofed well-modulated workforce,Home,293.44,False
25,De-engineered asynchronous core,Sports,485.40,True
26,Virtual cohesive portal,Books,257.15,True
27,Operative didactic toolset,Electronics,208.22,False
28,Object-based needs-based matrix,Toys,24.64,True
29,Enhanced real-time architecture,Clothing,307.34,True
30,Proactive dynamic database,Electronics,38.84,True
31,Compatible systemic collaboration,Sports,156.82,True
32,Fully-configurable content-based pricing structure,Sports,237.94,True
33,Seamless tangible circuit,Clothing,428.83,False
34,Reactive empowering architecture,Toys,180.82,True
35,Visionary web-enabled orchestration,Clothing,303.49,True
36,Multi-layered attitude-oriented help-desk,Toys,387.28,True
37,Progressive even-keeled conglomeration,Clothing,416.57,True
38,Switchable non-volatile leverage,Clothing,295.97,True
39,Optional zero tolerance open architecture,Clothing,437.34,True
40,Re-engineered tertiary open architecture,Books,486.29,True
41,Face-to-face clear-thinking neural-net,Electronics,133.52,True
42,Reverse-engineered bottom-line utilization,Books,408.18,True
43,Optional user-facing interface,Sports,41.64,True
44,Multi-layered directional intranet,Toys,109.46,False
45,Synergistic next generation infrastructure,Books,203.36,False
46,Managed static open system,Clothing,387.09,True
47,Enterprise-wide actuating throughput,Clothing,258.20,True
48,Business-focused holistic process improvement,Home,171.57,False
49,Persistent cohesive protocol,Books,64.31,True
50,Up-sized maximized orchestration,Sports,231.90,True
51,Multi-layered heuristic collaboration,Books,231.79,True
52,Persevering dedicated moratorium,Books,12.68,True
53,Polarized national forecast,Sports,305.19,True
54,Right-sized demand-driven capacity,Clothing,460.66,True
55,Robust directional forecast,Electronics,19.40,False
56,Customer-focused static array,Home,25.98,False
57,Streamlined discrete interface,Home,332.58,False
58,Profound didactic secured line,Toys,435.54,False
59,Innovative modular structure,Books,320.04,False
60,Centralized homogeneous database,Sports,344.59,True
61,Sharable tangible application,Electronics,222.91,True
62,Integrated value-added framework,Sports,117.57,True
63,Secured demand-driven interface,Sports,474.98,False
64,Advanced well-modulated knowledgebase,Books,36.04,True
65,Inverse intangible encryption,Clothing,457.31,False
66,Stand-alone bi-directional concept,Sports,134.18,True
67,Profit-focused actuating support,Sports,143.46,True
68,Multi-tiered cohesive adapter,Sports,195.80,True
69,Profound modular matrix,Sports,268.97,True
70,Multi-layered neutral interface,Books,381.08,True
71,Assimilated secondary policy,Books,451.35,True
72,Synchronized intermediate info-mediaries,Electronics,261.00,True
73,Front-line multi-state access,Books,113.34,True
74,Realigned responsive analyzer,Home,365.44,True
75,Streamlined dedicated project,Sports,440.14,False
76,Intuitive 5thgeneration challenge,Toys,22.04,True
77,Organic tangible conglomeration,Sports,197.86,True
78,Organized client-server circuit,Electronics,112.71,True
79,Function-based motivating implementation,Home,478.88,True
80,Team-oriented background migration,Electronics,466.63,True
81,Decentralized asynchronous standardization,Sports,262.83,True
82,Networked mission-critical hierarchy,Books,118.80,True
83,Expanded 5thgeneration moderator,Books,31.04,True
84,Open-source directional matrices,Clothing,12.35,True
85,Exclusive composite encoding,Electronics,355.52,True
86,Exclusive multi-tasking secured line,Books,471.18,True
87,Mandatory secondary standardization,Home,407.11,True
88,Innovative mission-critical website,Toys,205.37,True
89,Visionary reciprocal orchestration,Books,172.26,True
90,Profit-focused disintermediate task-force,Sports,331.93,True
91,Extended executive capability,Sports,127.80,True
92,Visionary non-volatile access,Clothing,471.18,True
93,Virtual 5thgeneration process improvement,Sports,118.27,True
94,Intuitive background utilization,Electronics,94.53,True
95,Progressive solution-oriented conglomeration,Toys,403.57,False
96,Persevering needs-based artificial intelligence,Home,438.28,True
97,Open-source uniform challenge,Home,450.70,True
98,Quality-focused 6thgeneration utilization,Books,230.06,True
99,Universal client-driven functionalities,Clothing,340.00,True
100,Synchronized value-added help-desk,Sports,264.37,True
