```csv
product_id,name,category,price_eur,in_stock
1,Synergized contextually-based alliance,Clothing,494.35,True
2,Diverse next generation success,Sports,248.40,True
3,Self-enabling grid-enabled complexity,Books,155.17,True
4,Cross-group upward-trending adapter,Clothing,98.29,True
5,Enterprise-wide web-enabled leverage,Clothing,456.82,True
6,Managed executive standardization,Sports,432.98,True
7,Compatible executive budgetary management,Toys,114.17,True
8,Innovative asynchronous algorithm,Sports,170.92,True
9,Upgradable value-added infrastructure,Clothing,270.25,True
10,Extended non-volatile knowledgebase,Clothing,6.53,True
11,Enhanced client-server encryption,Home,162.53,True
12,Organic uniform model,Clothing,106.87,True
13,Customizable holistic artificial intelligence,Electronics,260.34,False
14,Universal bi-directional customer loyalty,Toys,95.41,True
15,Re-engineered executive knowledgebase,Sports,383.68,True
16,Progressive fault-tolerant superstructure,Electronics,109.64,True
17,Configurable system-worthy methodology,Books,458.11,True
18,Right-sized responsive migration,Books,391.67,True
19,Stand-alone mission-critical system engine,Sports,70.41,True
20,Self-enabling interactive collaboration,Sports,23.50,True
21,Versatile executive application,Electronics,375.43,True
22,Assimilated composite moratorium,Electronics,315.56,True
23,Robust 4thgeneration core,Clothing,309.87,True
24,Object-based maximized help-desk,Toys,465.56,True
25,De-engineered homogeneous monitoring,Books,404.89,True
26,Horizontal web-enabled capability,Sports,243.71,True
27,Devolved foreground groupware,Clothing,199.27,True
28,Automated 6thgeneration complexity,Toys,342.42,True
29,Innovative zero-defect function,Books,337.30,True
30,Upgradable dynamic protocol,Books,233.41,True
31,Expanded interactive approach,Clothing,119.81,True
32,Integrated web-enabled implementation,Home,410.42,False
33,Universal asynchronous challenge,Electronics,85.05,True
34,Fully-configurable even-keeled strategy,Home,207.18,False
35,Grass-roots interactive standardization,Electronics,231.13,True
36,Digitized 3rdgeneration protocol,Home,46.64,True
37,Multi-lateral bifurcated adapter,Books,480.72,True
38,Re-engineered eco-centric customer loyalty,Toys,353.73,True
39,User-centric impactful software,Sports,399.88,True
40,Switchable real-time secured line,Clothing,126.14,True
41,Proactive demand-driven productivity,Home,462.36,True
42,Up-sized even-keeled structure,Home,220.34,True
43,Virtual disintermediate initiative,Books,415.60,True
44,Intuitive analyzing paradigm,Home,12.36,True
45,Organic mobile solution,Electronics,250.18,True
46,Public-key leadingedge functionalities,Books,397.38,False
47,Synchronized methodical strategy,Books,206.57,True
48,User-friendly impactful frame,Books,128.43,False
49,Decentralized human-resource adapter,Sports,133.09,True
50,Cross-group 5thgeneration analyzer,Home,267.96,True
51,Configurable tangible hierarchy,Toys,117.56,False
52,Multi-lateral 24/7 open system,Books,316.79,False
53,Phased 4thgeneration archive,Home,474.16,True
54,Innovative modular attitude,Clothing,117.77,True
55,Object-based web-enabled system engine,Sports,291.13,True
56,Pre-emptive 3rdgeneration standardization,Clothing,499.44,False
57,Balanced asymmetric hub,Toys,403.58,True
58,Assimilated dynamic protocol,Home,112.52,True
59,Down-sized high-level artificial intelligence,Clothing,459.75,False
60,Down-sized bifurcated Graphic Interface,Electronics,495.06,True
61,Realigned global architecture,Electronics,63.42,True
62,Networked static collaboration,Home,169.90,False
63,Integrated client-driven hierarchy,Electronics,93.84,True
64,Total analyzing open architecture,Books,152.94,True
65,Switchable value-added hub,Clothing,268.06,True
66,Reverse-engineered systematic monitoring,Sports,290.43,True
67,Organic analyzing support,Books,315.24,True
68,Balanced value-added circuit,Clothing,161.95,True
69,Reduced fresh-thinking challenge,Toys,48.08,True
70,Switchable secondary circuit,Sports,142.29,False
71,Public-key zero administration strategy,Home,131.74,False
72,Centralized full-range secured line,Toys,321.77,False
73,Progressive value-added workforce,Electronics,314.11,True
74,Open-source stable firmware,Home,127.75,True
75,Ergonomic responsive migration,Toys,57.49,True
76,Synergized mission-critical encryption,Sports,253.57,True
77,Horizontal well-modulated architecture,Clothing,437.92,True
78,Synchronized methodical knowledge user,Home,194.59,True
79,Total empowering protocol,Home,146.97,True
80,Open-architected client-driven neural-net,Electronics,208.83,False
81,Organized contextually-based matrix,Toys,437.82,True
82,Grass-roots high-level service-desk,Electronics,378.23,False
83,Extended tangible Graphical User Interface,Books,272.59,True
84,Monitored zero tolerance methodology,Sports,170.79,True
85,Team-oriented upward-trending interface,Clothing,112.29,True
86,Sharable context-sensitive definition,Electronics,493.98,True
87,Streamlined actuating frame,Toys,282.68,True
88,Expanded bifurcated service-desk,Toys,215.51,True
89,Open-source logistical knowledge user,Home,452.72,True
90,Assimilated composite superstructure,Books,40.81,True
91,Cross-group background access,Sports,5.29,True
92,Polarized fault-tolerant conglomeration,Home,250.00,True
93,Multi-channeled demand-driven model,Clothing,423.47,True
94,Innovative explicit flexibility,Toys,256.37,True
95,Horizontal fresh-thinking superstructure,Electronics,411.77,True
96,Customizable 24hour knowledge user,Sports,180.87,True
97,Realigned foreground matrix,Sports,147.62,False
98,Networked secondary capability,Sports,408.32,True
99,Implemented modular core,Toys,67.73,False
100,Synergized bottom-line ability,Toys,51.01,True
```
