```csv
country_code,category,total_revenue_eur,order_count
GB,Clothing,17163.66,13
DE,Clothing,16478.47,13
IT,Toys,15643.08,12
ES,Clothing,15159.95,12
DE,Books,14138.27,10
ES,Sports,13993.41,12
BE,Clothing,13926.31,10
CH,Sports,12921.84,10
NL,Home,12384.81,13
CH,Home,12360.77,10
BE,Sports,12239.54,10
FR,Clothing,12175.75,9
IT,Sports,12165.73,11
PL,Clothing,12154.51,11
GB,Sports,11993.57,11
GB,Home,11768.18,13
AT,Electronics,11516.48,11
DE,Home,11475.29,11
DE,Sports,11347.88,10
IT,Home,11330.7,14
IT,Clothing,11003.88,11
PL,Home,10931.14,10
ES,Home,10657.48,12
BE,Toys,10534.62,11
BE,Home,10372.48,11
NL,Clothing,10222.09,10
AT,Home,10174.92,10
FR,Home,10156.46,10
CH,Clothing,10018.84,9
PL,Toys,9736.81,10
ES,Toys,9683.47,11
AT,Sports,9598.66,11
FR,Toys,9506.01,8
AT,Clothing,9266.36,11
GB,Electronics,9215.18,10
NL,Toys,9163.45,8
BE,Electronics,8530.82,10
IT,Electronics,8304.09,10
NL,Electronics,8170.83,10
GB,Toys,8082.99,10
CH,Books,7690.66,7
FR,Sports,7523.59,8
PL,Electronics,7301.78,8
DE,Toys,7018.3,8
CH,Toys,6992.83,7
ES,Books,6975.7,8
NL,Sports,6724.89,6
PL,Sports,6631.95,9
BE,Books,6137.95,7
FR,Electronics,5366.19,6
AT,Books,5006.12,6
DE,Electronics,4931.02,8
ES,Electronics,4716.47,7
FR,Books,3685.2,5
AT,Toys,3194.2,4
CH,Electronics,2696.06,3
GB,Books,2291.6,4
PL,Books,1799.07,5
```
