```csv
country_code,category,total_revenue_eur,order_count
PL,Books,27299.18,28
BE,Sports,20182.88,25
FR,Books,20682.33,17
PL,Home,18026.2,17
ES,Home,17473.39,20
BE,Clothing,17375.78,18
FR,Clothing,16867.28,12
ES,Toys,16336.02,20
PL,Clothing,16008.23,15
ES,Clothing,15843.8,15
CH,Clothing,15456.9,13
CH,Electronics,14984.77,10
CH,Home,13833.34,18
IT,Electronics,13524.45,18
GB,Books,13068.61,16
GB,Home,12624.97,18
BE,Electronics,12208.71,15
IT,Books,12028.98,17
AT,Clothing,11689.87,17
GB,Sports,11667.66,22
PL,Electronics,11306.05,9
ES,Electronics,10930.74,14
BE,Toys,10725.7,11
AT,Sports,10519.89,17
CH,Toys,10228.45,15
ES,Books,10009.77,13
GB,Clothing,9904.75,12
GB,Electronics,9760.36,19
IT,Home,9550.55,14
FR,Sports,9519.26,14
PL,Toys,9058.46,14
BE,Home,8976.71,12
AT,Home,8931.32,12
GB,Toys,8844.75,12
NL,Home,8596.18,14
IT,Clothing,8378.1,12
DE,Home,8203.27,15
DE,Books,7803.96,14
DE,Sports,7717.29,10
NL,Books,7708.21,11
ES,Sports,7634.84,15
NL,Clothing,7317.06,10
IT,Sports,7282.86,18
NL,Electronics,6853.48,7
FR,Toys,6766.1,12
AT,Toys,6697.55,12
FR,Electronics,6660.49,7
IT,Toys,6642.33,14
CH,Sports,6559.82,10
AT,Books,6298.11,7
DE,Clothing,5894.61,10
NL,Sports,5222.3,5
NL,Toys,4999.04,8
CH,Books,4700.07,7
AT,Electronics,4446.88,8
DE,Toys,4130.43,8
DE,Electronics,4072.03,5
BE,Books,3426.37,5
FR,Home,3090.82,5
PL,Sports,2784.82,7
```
